bibliographiccitation,references,basisofrecord,dynamicproperties,totallength_mm,taillength_mm,hindfootlength_mm,earlength_mm,bodyweight_g,occurrenceid,catalognumber,recordnumber,sex,lifestage,reproductivecondition,occurrenceremarks,associatedoccurrences,year,month,verbatimeventdate,continent,islandgroup,island,country,countrycode,stateprovince,verbatimelevation,decimallatitude,decimallongitude,verbatimlatitude,verbatimlongitude,scientificname,genus,subgenus,specificepithet,lengthinmm,lengthunitsinferred,massing,massunitsinferred,underivedlifestage,underivedsex
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25609. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25609,PreservedSpecimen,"{""totalLengthInmm"":""158"", ""tailLengthInmm"":""72"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""16"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25609,25609,"WGH , 22444",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.954259,9.951938,,,Mus musculus,Mus,,musculus,158,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25606. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25606,PreservedSpecimen,"{""totalLengthInmm"":""159"", ""tailLengthInmm"":""73"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""17"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25606,25606,"WGH , 22058",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.954259,9.951938,,,Mus musculus,Mus,,musculus,159,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25608. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25608,PreservedSpecimen,"{""totalLengthInmm"":""163"", ""tailLengthInmm"":""74"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25608,25608,"WGH , 22445",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.954259,9.951938,,,Mus musculus,Mus,,musculus,163,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24814. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24814,PreservedSpecimen,"{""totalLengthInmm"":""151"", ""tailLengthInmm"":""75"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""16"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24814,24814,"WGH , 22028",male,,,,,1969,2,1/12/69,Europe,,,Denmark,,Syddanmark,,54.966076,9.349641,,,Mus musculus,Mus,,musculus,151,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24813. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24813,PreservedSpecimen,"{""totalLengthInmm"":""159"", ""tailLengthInmm"":""79"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""16"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24813,24813,"WGH , 22027",male,,,,,1969,2,1/12/69,Europe,,,Denmark,,Syddanmark,,54.966076,9.349641,,,Mus musculus,Mus,,musculus,159,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24821. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24821,PreservedSpecimen,"{""totalLengthInmm"":""164"", ""tailLengthInmm"":""83"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24821,24821,"WGH , 22274",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.966076,9.349641,,,Mus musculus,Mus,,musculus,164,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24823. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24823,PreservedSpecimen,"{""totalLengthInmm"":""166"", ""tailLengthInmm"":""82"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""16"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24823,24823,"WGH , 22276",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.966076,9.349641,,,Mus musculus,Mus,,musculus,166,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24817. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24817,PreservedSpecimen,"{""totalLengthInmm"":""169"", ""tailLengthInmm"":""82"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""16"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24817,24817,"WGH , 22270",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.966076,9.349641,,,Mus musculus,Mus,,musculus,169,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24820. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24820,PreservedSpecimen,"{""totalLengthInmm"":""171"", ""tailLengthInmm"":""87"", ""hindfootLengthInmm"":""20"", ""earLengthInmm"":""18"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24820,24820,"WGH , 22273",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.966076,9.349641,,,Mus musculus,Mus,,musculus,171,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24819. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24819,PreservedSpecimen,"{""totalLengthInmm"":""172"", ""tailLengthInmm"":""84"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""17"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24819,24819,"WGH , 22272",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.966076,9.349641,,,Mus musculus,Mus,,musculus,172,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24822. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24822,PreservedSpecimen,"{""totalLengthInmm"":""180"", ""tailLengthInmm"":""93"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""16"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24822,24822,"WGH , 22275",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.966076,9.349641,,,Mus musculus,Mus,,musculus,180,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24816. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24816,PreservedSpecimen,"{""totalLengthInmm"":""191"", ""tailLengthInmm"":""91"", ""hindfootLengthInmm"":""20"", ""earLengthInmm"":""17"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24816,24816,"WGH , 22269",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.966076,9.349641,,,Mus musculus,Mus,,musculus,191,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:24818. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-24818,PreservedSpecimen,"{""totalLengthInmm"":""194"", ""tailLengthInmm"":""92"", ""hindfootLengthInmm"":""20"", ""earLengthInmm"":""18"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:24818,24818,"WGH , 22271",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.966076,9.349641,,,Mus musculus,Mus,,musculus,194,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25574. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25574,PreservedSpecimen,"{""totalLengthInmm"":""[132]"", ""tailLengthInmm"":""42"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""16"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25574,25574,"WGH , 22442",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.97227,9.103775,,,Mus musculus,Mus,,musculus,132,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25575. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25575,PreservedSpecimen,"{""totalLengthInmm"":""175"", ""tailLengthInmm"":""90"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""16"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25575,25575,"WGH , 22443",undetermined,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.97227,9.103775,,,Mus musculus,Mus,,musculus,175,0,,,,U
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25535. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25535,PreservedSpecimen,"{""totalLengthInmm"":""165"", ""tailLengthInmm"":""86"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25535,25535,"WGH , 22266",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.979688,9.489577,,,Mus musculus,Mus,,musculus,165,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25526. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25526,PreservedSpecimen,"{""totalLengthInmm"":""165"", ""tailLengthInmm"":""84"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25526,25526,"WGH , 22257",female,,,,,1969,2-Aug,1/1/69,Europe,,,Denmark,,Syddanmark,,54.979688,9.489577,,,Mus musculus,Mus,,musculus,165,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25527. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25527,PreservedSpecimen,"{""totalLengthInmm"":""166"", ""tailLengthInmm"":""94"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""16"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25527,25527,"WGH , 22258",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.979688,9.489577,,,Mus musculus,Mus,,musculus,166,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25531. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25531,PreservedSpecimen,"{""totalLengthInmm"":""169"", ""tailLengthInmm"":""89"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""13"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25531,25531,"WGH , 22262",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.979688,9.489577,,,Mus musculus,Mus,,musculus,169,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25528. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25528,PreservedSpecimen,"{""totalLengthInmm"":""169"", ""tailLengthInmm"":""87"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25528,25528,"WGH , 22259",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.979688,9.489577,,,Mus musculus,Mus,,musculus,169,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25536. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25536,PreservedSpecimen,"{""totalLengthInmm"":""171"", ""tailLengthInmm"":""86"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25536,25536,"WGH , 22267",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.979688,9.489577,,,Mus musculus,Mus,,musculus,171,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25532. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25532,PreservedSpecimen,"{""totalLengthInmm"":""171"", ""tailLengthInmm"":""82"", ""hindfootLengthInmm"":""18"", ""earLengthInmm"":""14"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25532,25532,"WGH , 22263",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.979688,9.489577,,,Mus musculus,Mus,,musculus,171,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25537. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25537,PreservedSpecimen,"{""totalLengthInmm"":""172"", ""tailLengthInmm"":""85"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""17"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25537,25537,"WGH , 22268",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.979688,9.489577,,,Mus musculus,Mus,,musculus,172,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25456. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25456,PreservedSpecimen,"{""totalLengthInmm"":""174"", ""tailLengthInmm"":""87"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25456,25456,"WGH , 22026",male,,,,,1969,2-Aug,1/12/69,Europe,,,Denmark,,Syddanmark,,54.979688,9.489577,,,Mus musculus,Mus,,musculus,174,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25533. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25533,PreservedSpecimen,"{""totalLengthInmm"":""177"", ""tailLengthInmm"":""91"", ""hindfootLengthInmm"":""20"", ""earLengthInmm"":""16"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25533,25533,"WGH , 22264",female,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.979688,9.489577,,,Mus musculus,Mus,,musculus,177,0,,,,F
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25534. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25534,PreservedSpecimen,"{""totalLengthInmm"":""177"", ""tailLengthInmm"":""90"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25534,25534,"WGH , 22265",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.979688,9.489577,,,Mus musculus,Mus,,musculus,177,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25455. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25455,PreservedSpecimen,"{""totalLengthInmm"":""177"", ""tailLengthInmm"":""86"", ""hindfootLengthInmm"":""20"", ""earLengthInmm"":""16"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25455,25455,"WGH , 22025",male,,,,,1969,2-Aug,1/12/69,Europe,,,Denmark,,Syddanmark,,54.979688,9.489577,,,Mus musculus,Mus,,musculus,177,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25530. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25530,PreservedSpecimen,"{""totalLengthInmm"":""177"", ""tailLengthInmm"":""78"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""15"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25530,25530,"WGH , 22261",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.979688,9.489577,,,Mus musculus,Mus,,musculus,177,0,,,,M
Sam Noble Oklahoma Museum of Natural History. Mammals Specimens. Record ID: urn:catalog:OMNH:Mammals:25529. Source: http://65.52.215.125/ipt/resource.do?r=mammals (source published on 2017-10-16),http://portal.vertnet.org/o/omnh/mammals?id=urn-catalog-omnh-mammals-25529,PreservedSpecimen,"{""totalLengthInmm"":""192"", ""tailLengthInmm"":""96"", ""hindfootLengthInmm"":""19"", ""earLengthInmm"":""17"", ""weightIn"":""X""}",,,,,,urn:catalog:OMNH:Mammals:25529,25529,"WGH , 22260",male,,,,,19681969,2-Aug,1/1/00,Europe,,,Denmark,,Syddanmark,,54.979688,9.489577,,,Mus musculus,Mus,,musculus,192,0,,,,M
